stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,9,2,0,0,0,0,0,0,0,0,1,0,1,1,5,23,0,0,0,14,162,0,0,5,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,2.54,0,0.28,0,0.56,0,0,0,0,0,0.28,0,0.28,2.25,0,3.95,0,0,0.28,51.3,16.63,0.28,1.13,3.1,0,0,1.41,0,0,0.28,0,0,0
21Day,2.96,0,0,9.62,0,5.55,0,3.7,0,0,0,0.37,0,2.96,0.74,1.11,4.07,1.11,8.88,0,1.85,0,25.53,12.21,0,0,3.33,1.48,0,1.85,1.48,0.74,1.11,0,0,1.85
3Month,0,1.04,0,5.51,0.1,0,0.1,0.1,1.04,1.14,0,5.2,0.83,0.21,3.54,0.42,1.87,1.14,2.91,0.52,0,0.21,0,0,0.31,0.73,0.1,0,13.83,0.1,0.1,0,0,0.73,2.29,0.94
22Month,0,0.14,0.96,0.82,0,0,0.14,0,0,0.55,0.82,6.29,0.41,0.68,1.23,0,0.27,0.82,1.37,0.14,0.14,0,0.14,0.14,0.27,0.41,0,0,0,0.27,0.41,0,0,0.27,0,0.27
