stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.41,0,0,0,0,7.05,8.17,0,0,0,2.25,0,0,0.56,0,0,0,0,0
21Day,0.37,0,0,4.44,0,0,0,0,0,0,0,0.37,0,0.74,0.37,0.37,0,0.37,0.74,0,0,0,0,1.11,2.96,0,0,0,0.74,0.37,0,0,0.37,0.37,0,0,0
3Month,0.21,1.04,0.42,13.21,0.1,0.42,0.21,0.1,3.12,3.54,0,33.91,3.02,0.83,7.18,0.73,2.7,1.98,3.43,0.73,0,1.98,0.83,0.42,0.42,0.94,0.42,0,0.52,1.04,8.95,0,0,0.1,1.35,3.43,5.62
22Month,0,0.41,0.41,2.46,0,0.14,0.14,0,0.41,3.69,0.27,23.5,0.82,1.09,3.96,0.55,0.41,2.05,1.64,0,1.09,0.68,0,0.14,0.41,0.41,0.41,0.14,0,0,1.23,0,0,0.14,0.14,0,0.55
