stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0.28,0.28,0,0.28,0,0,0,0,0,0.28,0,0.56,3.1,0.28,1.69,0,0,0.28,0.28,5.36,1.97,0,0,2.82,0.28,0,0.28,0,0,0,0,0
21Day,0,0.37,0.37,5.55,0,0.74,0,0,0,0,0,0.74,0,2.22,0,0,2.96,0.74,2.96,0,0,0.74,0,5.92,2.59,0,0,1.11,0,0,0,0,0.37,0,0,1.11
3Month,0,0.31,0.1,6.87,0,0,0.1,0.1,0.62,1.14,0,13.73,0.42,0,3.22,0.42,2.39,1.35,2.29,0.21,0,0.52,0.31,0.42,0.21,0.21,0.21,0.21,0.52,4.16,0,0,0,0.73,1.66,0.83
22Month,0,0.14,0.55,2.87,0,0,0.27,0.14,0.68,2.05,1.5,28.29,0.96,0.96,3.96,0.14,0.96,2.73,3.42,0,1.09,0.14,0,0.14,0,0.27,0.41,0.14,0,0.68,0.14,0.14,0,0,0,0.82
