stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40,30,0,166,4,5,0,3,0,0,5,0,7,1,0,1,1,13,76,245,146,0,0,0,2,58,1077,0,0,0,28,1,0,0,0,0,0,7,0,0,0
72hpf,54.96,26.49,0,117.25,28.18,437.43,0,6.48,0,0.28,1.69,0.28,0,0.85,0,16.63,0.85,60.03,372.04,54.96,176.16,0,16.91,6.2,5.36,592.16,356.82,2.54,7.89,0,177.56,3.38,0,0.56,66.52,5.07,4.51,18.6,0,0,0.56
21Day,62.16,13.69,17.02,307.83,13.32,635.27,0,81.77,0,1.85,15.54,0.74,0,25.16,9.99,134.31,32.56,29.23,196.83,113.22,267.13,0.74,0.37,41.81,1.48,236.79,162.42,5.92,6.66,0,109.15,38.48,0,2.59,27.38,9.25,28.86,19.98,0.74,0,82.14
3Month,5.51,48.58,32.87,419.92,3.64,0,19.56,12.79,1.87,92.78,228.94,1.35,0,1653.04,360.21,30.06,301.75,73.44,120.87,159.67,153.01,37.97,3.74,56.38,39.21,16.64,4.89,22.26,15.29,0,11.13,35.37,1.77,153.43,8.11,0.62,0,2.18,48.16,63.76,225.4
22Month,3.42,86.23,20.77,196.91,2.46,0,14.76,8.34,1.09,49.88,321.54,86.36,0,1332.47,94.97,50.15,253.35,15.85,38.13,136.24,203.47,5.06,22.96,29.79,2.19,14.62,5.33,19.54,18.17,5.33,7.79,4.1,0.14,30.2,39.9,7.93,0,0.82,11.07,0.41,126.13
