stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,0,6,150,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,3.95,3.38,0,3.38,0.28,0,0,0,0,0,0,0,0,0,0,0,2.54,7.89,0.28,12.4,0,0.28,0.56,0,8.46,34.1,0.28,0.28,0,10.71,0,0.28,2.25,0,1.41,0,0,0.28
21Day,8.51,4.44,1.11,20.35,1.11,7.4,0,3.33,0,0,0.37,0,0.37,0.37,8.88,0.37,1.11,2.96,4.81,35.52,0.37,0,3.7,0,11.1,20.72,0.37,0.37,0,7.77,2.59,0.74,4.44,0,0.74,0,0,2.22
3Month,0.42,7.7,0.94,59.39,0.73,0,1.35,1.56,0.1,3.95,7.49,0.1,33.29,8.95,3.95,11.13,4.47,13.42,12.69,31.31,6.35,0,3.54,2.39,1.46,1.35,4.06,1.14,0,1.14,1.66,29.75,1.46,0,0.62,6.14,2.6,9.36
22Month,0.14,21.04,1.78,29.24,0.14,0,1.91,0.68,0.27,2.19,12.03,12.71,128.59,6.56,6.01,26.24,1.09,5.6,14.48,39.49,1.23,6.97,3.96,0.14,1.64,0.96,3.28,2.19,0.55,1.78,0.68,5.6,4.65,0.27,0.27,1.64,0,6.7
