stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.48,0,0,0,0,0,5.55,0.37,0.37,0.37,0,0.74,0.37,1.48,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,0,0,2.96,0,0,0
3Month,0.1,0.52,3.12,9.26,2.39,0.21,1.77,2.81,0,757.24,5.1,0.52,10.3,1.56,2.91,2.6,4.16,0.31,0.21,2.7,1.77,0.73,0.1,0.62,0.94,0,0.21,8.11,0.1,1.66,0.21,0,0.31,1.46,1.56,2.6
22Month,0.14,0.14,0.27,0.96,0.55,0,0.68,0.96,0.27,361.3,0.55,0.68,1.5,0.55,0.14,1.09,1.64,0.14,2.46,0.14,0,0.27,0.14,0.14,0.27,0.55,0.14,0.96,0,0.14,0,0.14,0,0,0,0.68
