stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0.28,0,0.28,0,0,0,0,0.28,0,0,2.54,0,0.28,0,0.28,0,11.84,0,0,3.1,1.69,0,0,0,1.13,0,0,0,0.28,0,0,0,0,0
21Day,1.48,0.74,0.37,9.25,0,5.92,0,2.96,0,0,0,0,55.5,0.37,2.59,1.85,1.48,5.18,1.85,8.51,0,0.37,1.85,0,11.1,5.18,0.37,0,0,2.22,5.55,0,0,0.37,0,0,0,0,0.74
3Month,0.73,4.58,13.21,54.82,0.31,0,6.14,0.52,0.21,9.05,16.54,0.31,2396.14,19.66,1.66,58.98,7.18,21.01,11.23,22.99,5.62,6.24,8.43,4.68,2.7,0.62,3.12,5.41,0,1.35,30.89,0.31,11.44,1.25,0,0.21,7.07,5.51,13.31
22Month,2.32,8.34,7.24,23.78,0,0,18.04,0.68,0,3.42,18.04,4.65,4615.47,6.97,3.28,29.24,1.5,3.28,16.94,27.06,1.64,147.85,6.7,0.82,0.96,0.14,3.14,5.33,3.28,1.23,11.34,0,4.37,2.46,1.23,0.27,2.05,0.14,12.16
