stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0.56,0,0,0.28,0,0,0,0,0,0,0.28,0,3.38,2.25,0.28,1.13,0,0.85,0,0.28,4.79,2.25,0.28,0,0,1.13,0.85,0,0,0.56,0,0,0,0,0
21Day,0.74,0,0,14.06,0.37,1.48,0,0.74,0,0,1.11,0,0.37,0.74,4.07,1.11,0.37,8.88,1.85,0.74,0,0,0,0,1.85,1.48,0.37,0,0,0,2.22,0,0,0.37,0,1.48,0.37,0,1.48
3Month,0,0.21,0.73,5.93,0,0,0,0.21,0,0.83,1.98,0,20.6,2.18,0.42,10.51,0.42,1.25,1.77,0.52,0.31,0.1,0.52,0.94,0.1,0,0.52,0.21,0,0.1,0.83,0.1,1.04,0,0,0.1,0.31,1.04,4.89
22Month,0,0,1.09,2.19,0,0,0.14,0,0.14,0.96,2.73,2.6,36.21,0.68,0.82,15.85,0,0.14,3.69,0.68,0,0.82,0,0.27,0,0,0.68,0,0.14,0,0.14,0,0,0.27,0.14,0,0,0,1.37
