stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,7,0,49,3,1,0,1,0,0,0,2,1,0,0,0,2,31,57,80,0,0,0,2,22,958,0,0,0,17,0,0,0,0,0,0,4,0,0,0
72hpf,5.36,2.82,0,16.91,3.66,3.66,0,1.13,0,0.56,0,0,0,0,3.38,0,10.99,23.11,4.23,40.02,0,3.38,0,1.13,90.76,242.39,0,0.85,0,22.55,1.97,0,0.28,11.27,0.28,0,0.28,0,0,0
21Day,16.28,1.85,0.74,37,0.74,68.08,0,37.37,0,4.44,0,0,1.48,0.74,19.61,1.11,5.92,7.03,12.95,54.39,0,0,5.55,0,26.27,95.09,0,0.74,0,15.17,8.88,0,2.96,8.51,0.74,1.48,1.11,0.37,0,6.29
3Month,0.21,0.94,0.73,26,0.21,0,0.73,1.77,1.66,12.48,0.1,0,10.61,7.59,4.58,5.41,1.35,6.97,13.63,6.87,0.83,0,0.94,1.98,1.46,1.46,0.1,0.42,0,0.1,3.12,0.1,317.77,0.21,0,0,0.1,4.26,113.79,22.36
22Month,0,0.27,0.68,5.88,0,0,1.09,0.68,1.09,19.54,1.37,0,8.75,2.87,7.79,4.37,0.14,0.68,21.45,2.05,0.27,0.55,0.41,0,0,0.14,0.55,0.14,0.96,0.14,0,0,40.72,0.41,0.27,0,0,0,0.41,3.28
