stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.85,0.56,0,0.28,0,0,0.28,0,0,0,0,0,1.13,1.69,0,2.25,0,0.28,0,0,18.6,11.56,0,0,0,1.41,0,0,1.69,0,0.28,0,0,0
21Day,1.11,0,0.37,6.29,3.7,0,0,0,0,0.37,0,0.37,0.37,0.37,0.74,2.59,1.11,1.11,2.22,0,0,0,0,3.33,2.96,0,0.37,0,1.11,0.37,0.37,0,0.74,0.37,0,0,0.37
3Month,0.1,0.62,0.21,6.76,0.1,0.1,0,0.1,1.25,1.04,0,18.1,1.77,0.21,10.3,0.42,1.66,1.35,1.35,0.1,0,0.62,0.31,0.31,0.21,0.94,0.1,0,0,1.04,45.66,0,0,0,0.31,21.43,3.74
22Month,0.55,0.68,2.46,8.75,0,0,0.14,0,2.05,3.01,1.37,36.49,0.68,0.96,41.4,0.82,1.5,1.91,1.78,0.14,1.5,0.55,0,0.27,0.27,0.96,0.82,0.14,0,0,5.06,0.55,0.41,0,0,0,6.83
