stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,13,1,0,0,0,0,0,0,0,0,0,1,3,12,1,6,0,0,0,3,9,78,1,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,2.82,0.28,0,9.3,0.56,0.56,0,0,0,0,0,0,0,0,0.56,25.37,23.11,1.41,15.5,0,5.64,0.28,1.69,20.01,21.98,0.56,0,0,5.92,0.85,0,4.79,0.28,0.28,2.54,0,0,0
21Day,3.33,0.74,2.96,26.64,0.37,1.48,0,0,0,0,0,8.51,0,1.11,11.84,1.11,13.32,1.48,20.35,0,0,0.74,1.11,12.58,10.36,0.37,1.48,0,10.36,2.59,0.74,3.33,0,1.48,2.22,0,0,0
3Month,0.1,1.14,5.3,45.35,0.31,0,0.94,0.1,5.1,2.6,0,203.35,3.85,0.73,173.92,4.16,17.27,7.59,9.15,2.29,0.1,1.66,10.51,1.25,0.21,3.22,2.29,0,0.73,4.26,56.07,0.21,0,0,0.21,1.77,7.91,2.81
22Month,0.27,1.5,4.92,13.12,0,0,0.96,0,4.37,1.64,10.11,368.68,1.37,1.37,135.83,0.96,3.28,9.16,9.57,0.14,6.15,1.09,0.55,0.55,0.55,1.23,2.32,1.37,0.41,0.68,11.75,0.55,0.41,0,0.14,0.55,0,0.82
