stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.97,0,0.28,0,0,0,0,0,0,0,0,1.13,6.48,0,1.13,0,0,0,0,9.58,2.54,0,0,0,1.13,0,0,0,0.28,0,0,0
21Day,2.22,0,0,16.65,0.37,0.37,0,0,0,0,0,0,0,0.37,1.85,4.81,0.37,4.44,0,0,0.37,0,4.44,1.11,0,0.74,0,2.22,0.74,0,0.74,0,0,0,0
3Month,0.1,2.29,0.1,22.99,0.21,0,0.1,0.31,0.83,0,6.14,0.73,0,2.91,3.54,2.6,0.31,3.12,0.31,0,1.46,0.21,0.1,0,0.62,0.21,0,0,0.21,0.83,0.1,0.21,0.73,0.94,0.42
22Month,0.14,3.55,0.14,8.75,0.14,0,0,0.68,0.27,0.96,20.63,0.41,0.55,5.33,1.09,0.82,0.68,2.6,0,0.82,1.23,0.14,0.14,0,0.27,0.55,0.14,0,0,0.14,1.78,0,0,0,0
