stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,53,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,1.41,0.56,0,0,0,0,0,0,0,0.28,1.13,0,0.85,0,0,0,0,19.73,5.64,0,0,0.85,0,0.28,4.23,0.85,1.13,0.28,0,0,0
21Day,0.37,0,0,1.85,0.74,0.37,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0,0,4.81,1.11,0,0,0,0.37,0,0.37,0.37,0.74,0,0,0,0
3Month,0,0.1,0.1,11.55,0.21,0,0.1,0.94,0.94,3.95,0.31,0.1,1.14,1.98,1.35,0.42,0.83,0.21,0.21,0.31,0.52,2.5,0.1,0.1,0.1,0.1,0.1,3.64,0.21,0,0,0,0.42,41.81,0.31
22Month,0,0.27,0.41,3.55,0,0,0,0.14,0.41,8.06,0.55,0.14,0.55,0,0,0.55,1.37,0,0.27,0.27,0,0.27,0.14,0.27,0.14,0,0,3.83,0.27,0,0,0,0,0.14,0.41
