stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0,1.13,0,0.85,0,0,0.56,1.97,0,0,0,1.97,0,0,0.28,0.28,0,0,0,0,0
21Day,0.74,0,0,2.59,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0.74,0,4.44,0,0.37,0.37,0,1.85,0.74,0.37,0,0,1.85,0.37,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0,0.31,0.52,4.68,0.1,0.42,0,0.1,2.18,1.66,0.1,151.97,0.94,0,23.72,0.94,1.14,0.62,5.1,1.04,0.31,0.52,0.83,0.62,0,2.08,0.21,0,0.1,2.08,1.04,0.94,0,0,0.21,0.52,0.73,0.62
22Month,0,2.32,1.37,5.6,0,0.82,0,0,2.05,9.7,0.82,195.96,0.68,0.68,37.03,0,0.68,2.05,4.65,0,5.06,1.37,0.14,0.14,0.27,2.46,0.41,0.14,0.14,0,0.82,1.5,0,0,0.68,0.27,0,0.41
