stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.13,0,0,0,0,0,0,0,0,0,0,0,12.12,3.66,0.28,0.56,0,0,0,0,2.25,0.85,0,0.28,0,0.85,0,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0.74,1.85,0,1.11,0,0,0,0.37,0,0.74,0,0,24.42,2.59,0.37,0,1.48,0,0,0.74,0,1.85,0,0,0,0,1.11,3.33,0,1.48,0,0,0.74,0,0,0,0.37
3Month,0.31,1.25,18.1,37.55,0.62,0,2.5,0.1,67.51,6.03,0.1,29.23,6.03,0.31,492.62,37.45,8.11,5.72,9.78,1.56,0.1,32.35,2.29,2.91,0.1,3.02,1.35,0,0.52,6.24,0.1,32.77,0.73,0.21,0,0.31,2.29,16.12,5.1
22Month,0.27,1.37,15.85,7.65,0,0,0.41,0.14,23.5,1.64,2.87,15.17,0.41,0.55,272.62,3.69,0.41,1.5,1.91,0,1.09,13.53,0,0.41,0,1.37,0.82,0.41,0,0.96,0,8.34,0.14,0,0,0,0.14,0,0.55
