stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,8,1,0,0,0,0,0,2,0,0,0,0,0,9,9,11,0,0,0,0,2,110,0,0,4,0,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,1.97,0.28,0.28,0,0,0,0,0,0,0,0.28,0,1.97,2.82,1.41,5.64,0,0.28,0.28,0,18.32,14.94,0,0.28,3.1,0.28,0,1.13,0,0,0,0,0
21Day,5.55,0.37,0.37,21.83,0,4.07,5.18,0,2.22,0,0,1.11,1.48,4.81,0.37,2.22,4.07,8.14,18.5,0,0,1.85,0,16.28,14.06,0,0,8.14,1.85,1.48,2.22,0.74,0.37,0.37,0,4.81
3Month,0,0.31,0.1,2.6,0,0,0,0.31,1.66,0,0,4.47,2.81,0,1.14,0.31,0.62,1.66,1.25,0.21,0,0.1,0.21,0.1,0,0.21,0,0,0.21,1.66,0,0,0,0.42,0.21,2.6
22Month,0.14,0.14,0,0.82,0,0,0,0.14,1.64,0.14,0,9.57,0.55,0.41,1.37,0,0,2.05,0.27,0,0.27,0.27,0,0.27,0,0.14,0.41,0,0.14,0.14,0,0,0,0,0,0.68
