stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.85,1.41,0,0.28,0,0,0,0,2.54,1.13,0,0,0,0.28,0,0,0.28,0,0,0,0
21Day,0.37,0,0,3.33,0.74,0,0,0,0.37,0,0,0,0,0,0,1.11,0.37,0,0,0,0.37,0,0.74,0.74,0,0.37,0,0,0,0.37,0.74,0,0,0,0
3Month,0,0.21,0.1,6.66,0,0,0.1,1.66,4.06,0,16.43,2.81,0.73,3.64,0.73,1.14,2.7,1.25,0,0.1,0.62,0.21,0.52,0.31,0.62,0.1,0,0.1,1.25,44.52,0.31,0,0.62,18.93,1.25
22Month,0.14,0.82,0.82,4.37,0,0.55,0.14,0.96,8.47,3.28,29.52,1.5,0.14,4.1,0,0.27,5.19,1.09,0.14,1.23,0.27,0,0.27,0,0.55,0,0.41,0.14,0.14,5.6,0.14,0.41,0,0,0.68
