stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0,0,1.97,0,0,0,0,0,0,0,6.48,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,0.74,0,0,0,0,0,0,4.81,0,0,0.74,2.59,0,0,0,7.77,5.92,0,0,0.74,0,0.37,0.74,0,0,0,1.11,1.48,0,0.37,0,0.74,0,0,0,1.85
3Month,0.42,6.66,0.31,4.78,0.1,0,0.31,0.1,0.52,1.14,150.93,0.1,7.28,74.58,0.83,3.12,0.83,1.87,80.2,15.19,2.91,0,3.12,0.73,0.73,0.52,0.42,0.62,0,0.73,1.77,0.31,12.17,0.42,0,0.94,1.98,15.39,16.02
22Month,0.41,11.21,0.27,2.19,0.27,0,1.23,0,0,0.14,196.91,1.09,24.32,22.27,1.09,1.78,0.14,0.68,86.77,19.13,0.82,0.41,2.19,0,0.27,0.27,0.14,0.55,0.27,0.14,0.41,0,2.32,0.96,0,0.27,0.82,0.14,3.42
