stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,82,0,0,0,0,5,121,0,0,36,0,0,0,0,0,0,0,0
72hpf,5.64,0.56,0,3.66,1.41,3.66,0,0,0,0,0,0,0,0,0,0.85,0,1.41,6.48,0.85,274.52,0.28,0.28,0.28,0,31.29,17.76,0,0,181.79,0,0,4.79,0,0,0,0,0
21Day,4.81,0.74,0.74,7.4,0.74,9.99,0,2.22,0,0,0,0,0,1.85,0.37,6.66,1.85,0.37,7.77,1.11,525.01,2.96,0,5.18,0,11.47,5.92,0.74,0.37,122.1,13.32,0.74,1.48,1.48,1.85,0,0,2.96
3Month,0.52,1.87,0.21,9.15,0.1,0,1.25,0.1,5.1,1.77,15.39,0,0,13.83,3.22,1.87,4.26,0.73,3.85,5.72,357.09,164.66,0.21,3.22,1.35,0.83,0.1,0.62,0.21,27.67,3.33,4.47,0.52,0.21,0,1.14,2.18,5.62
22Month,0,2.73,0.82,3.28,0.14,0,2.73,0,1.5,0.68,6.29,0.68,0,21.73,1.37,1.37,2.19,0.41,0.55,4.37,390.54,25.14,1.09,2.46,0,0.27,0.27,0.14,0.41,7.11,0.27,4.65,0.27,0.14,0,0.96,0,2.05
