stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,9,11,3,2,0,0,0,0,0,0,0,1,1,13,5,1,31,0,0,0,5,12,251,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,38.33,16.35,4.79,15.22,4.79,0,0.28,0,0.28,0,0,0,0.56,0,2.25,19.73,0.85,25.65,0,0.28,5.64,5.64,421.08,45.38,0.28,1.69,20.29,0.28,0.56,25.08,7.61,4.79,4.23,0,0,0
21Day,13.32,9.99,3.7,4.07,3.33,0,1.48,0,0,0,0,0,0.37,0.37,0.74,12.21,0.37,11.47,0,0,11.84,1.11,67.71,8.88,1.11,1.85,7.03,4.07,0.74,5.55,7.77,22.2,1.11,0,0,0.37
3Month,3.02,17.16,11.65,1.04,0,0.21,0.31,0.73,1.35,0,7.91,1.25,0.73,1.14,6.14,3.54,1.98,3.54,1.04,0.1,7.91,2.08,4.26,0.52,1.66,0.83,0.1,1.25,74.58,1.35,0.21,0.1,0,8.01,66.78,1.14
22Month,1.78,21.45,7.93,1.23,0,0.14,0.27,0.41,0.82,1.37,15.3,0.27,2.46,1.64,1.23,2.73,1.5,2.87,0,0.27,9.43,0.41,4.78,0.68,1.91,0.68,0.14,0.27,13.66,3.01,1.5,0,0,1.5,0.14,0.41
