stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,8,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,2,5,15,0,0,4,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,6.48,0.56,0.85,0,0.28,0,1.13,0.28,1.13,0,0,1.41,0,0,0,0,0.56,0,0,0
21Day,0.37,0,2.59,3.33,0,1.48,0,0,0,0,1.85,0.74,0.37,5.18,0,2.22,3.7,1.85,0,0,0,1.48,0.74,0,0,0,0.37,0.37,0.74,0,0,0,0,0,0
3Month,0.1,0.94,3.43,9.67,0,0,0.73,4.26,0.62,0,68.34,1.87,0,112.75,1.56,2.08,3.02,3.54,0.62,0,0.73,27.46,0.21,0.1,0.31,0.21,0,1.14,12.07,0,0,0.21,0.31,1.87,1.14
22Month,0,2.19,5.88,7.24,0,0,0.55,3.42,1.23,1.5,161.11,0.27,0.55,132.82,0.27,1.37,6.29,3.55,0,3.28,0.55,1.37,0.55,0,0.55,0.41,0.14,0.27,6.97,0.27,0.55,0,0.14,0,0.55
