stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,2.54,0,0,0,0,39.18,2.54,0,0.85,2.82,0,0,1.13,0,0,0,0,0
21Day,0.37,0,0,1.11,0.37,1.11,0,0,0,0,0,0,0,0,0.37,0,0.37,0,5.92,0,0,0.37,0,9.25,0.37,0,0.74,6.29,0,0,0.37,0,0.37,0,0,0.37
3Month,0,0.1,0.1,2.6,0,0,0,0.52,1.14,0,0,6.97,1.25,0,1.04,0,0.52,0.83,8.22,5.51,0,0.31,0.1,0.42,0.31,0.62,0.21,0.1,0.21,5.72,0.21,0,0,0.21,2.7,0.42
22Month,0,0.82,0.14,0.82,0,0,0.27,0.27,1.37,0.68,0,29.38,0.68,0.14,2.46,0.14,0,0.82,3.83,0.27,0.82,0.14,0,0.41,0.55,0.41,0.41,0.14,0.14,1.37,0.27,0.27,0,0.14,0,0.14
