stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,25,0,0,0,3,2,4,0,0,5,0,0,0,0,0,0,0,0
72hpf,2.54,0.85,0,1.69,24.52,0.85,0,0,0,0,0,0,0,0,0,3.1,9.58,0.56,47.35,0,0.28,4.23,6.48,9.86,3.66,0,0,39.74,0,0,1.69,0,0.28,0,0,0
21Day,3.7,0.37,0,3.7,24.42,0.74,0,0.74,0,0.37,0,8.14,0,2.22,0,7.4,7.77,11.47,9.62,0,0,9.25,2.22,2.59,1.11,0.37,0,1.11,2.22,0,1.11,0,0.74,0,0,1.11
3Month,0.21,1.04,1.77,11.75,8.74,0,1.46,0,1.77,2.81,0.1,512.7,2.6,0.52,10.09,25.69,4.89,10.92,6.14,0.73,1.25,1.87,34.22,3.22,0,0.94,0.62,1.56,9.26,2.81,0.62,0.1,0,1.77,1.98,9.57
22Month,0,0.27,0.27,3.55,3.28,0,0.41,0,0,0.68,0.68,90.05,0.14,0.41,0.68,5.74,1.09,4.51,0.68,0,2.87,0.41,2.46,1.91,0,0.41,0.41,0.14,0.14,1.64,0.14,0,0,0.14,0,4.1
