stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0.85,0.85,0,0,0,0,0,0,0,0,0,1.13,11.27,0.28,0.56,0,0,0,0,27.06,26.78,0,0,1.13,0,0,0.85,0.56,0.28,0,0,0
21Day,1.48,0.37,0.37,4.07,0.37,1.85,0,1.48,0,0,0,0.37,0.74,30.71,0.37,0.37,2.59,2.96,3.33,0,0,0.37,0,9.99,2.96,0,0.37,1.11,1.11,0,0.37,0.74,0,0,0,17.02
3Month,0,0.21,0.83,9.47,0,0,0.52,0.31,10.19,0.73,0,3.02,1.56,1.77,10.61,1.04,0.62,3.22,0.94,0,0,0.31,0.31,0.1,0,0.31,0.1,0,0.52,0.52,0,0,0,0.31,0.42,35.26
22Month,0,0.55,3.28,16.4,0,0,0.27,0.14,13.66,1.09,2.32,14.62,1.23,2.19,53.7,0.82,0.96,2.32,1.64,0.14,0.68,1.37,0,0.14,0.41,0.55,0.14,0,0.14,0.27,0,0.41,0,0.14,0,24.05
