stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,4,0,22,0,2,0,1,0,0,1,0,0,0,0,1,2,6,38,79,0,0,0,0,26,475,0,0,7,0,0,1,0,0,0,0,0,0
72hpf,13.25,2.25,0,14.37,2.82,3.95,0,1.97,0,0,0.28,0,0.56,0,2.82,0,14.09,25.65,2.54,36.64,0,4.23,1.13,0.28,213.08,140.08,1.41,1.41,21.98,2.25,1.13,10.43,1.41,0,1.69,0,0,0.56
21Day,25.9,1.11,0.74,29.6,3.33,8.51,0,12.21,0,0,1.85,0,0.74,0.37,15.91,1.48,0,5.18,7.4,55.5,0,0,4.81,0,51.06,41.07,0.37,0.74,16.28,5.18,7.77,4.44,1.11,2.96,1.11,0,0,2.59
3Month,0.42,3.95,0.94,62.2,0.52,0,1.04,2.6,0,3.64,12.07,0.21,42.65,8.63,3.74,20.08,5.41,13.63,16.33,19.87,2.91,0.1,3.33,3.12,2.6,0.94,2.6,1.66,0.52,3.12,203.98,0.52,0,0,0.31,9.26,15.6,9.05
22Month,0.14,5.19,1.09,18.99,0.41,0,1.09,3.01,0.14,2.73,20.09,7.24,103.99,5.19,10.11,14.07,0.82,3.28,18.04,16.12,0.68,2.46,2.73,0.14,1.64,0.55,2.32,3.42,0.41,0.96,40.86,0.41,1.09,0,0.14,0.27,0,5.33
