stage,Epithelial_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Spermatocyte
24hpf,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
72hpf,0,0,0,0,0,0,0.28,0,0.56,0,0.28,0,0,0,0
21Day,0.37,0,0,0,0,0,0.37,0,0,0,0.37,0.37,0.37,0.37,0
3Month,0.62,0.21,0.21,0.1,0.21,0.1,0,0.1,0.31,7.49,0,0,0,0.1,0.62
22Month,0,0,0.27,0,0,0,0,0,0.14,0,0,0,0,0,0
