stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,10,11,33,0,0,0,0,3,197,0,0,5,0,0,0,0,0,0,0,0,0
72hpf,3.95,0.85,0,2.54,0,0.56,0,0.56,0,0,0,0.28,0,0.28,0,3.38,5.07,0.28,12.12,0,1.69,0,0.56,10.15,47.91,0,0,8.17,0.56,0,1.69,0.28,0,0.56,0,0,0
21Day,6.66,0.37,0,11.47,0.37,14.8,0,11.1,0,1.48,0,0.37,0,3.33,0,0.74,2.22,4.81,24.05,0,0,1.85,0,4.44,9.99,0.37,0,9.99,2.22,1.48,1.48,0.37,0.37,0.37,0,0.37,2.59
3Month,0,0.31,0.31,6.03,0,0,0.1,0.1,0.21,13.73,0,3.43,1.14,0.52,2.18,1.56,2.29,2.6,2.39,0.1,0,0.21,0.42,0.21,0.31,0.21,0,0.31,1.46,58.87,0,0,0,0,0.31,16.85,3.43
22Month,0,0.14,0,0.82,0,0,0.27,0.41,0.27,9.57,0.41,4.92,1.64,2.46,1.64,0.27,0.27,6.83,0.55,0,0.14,0.14,0,0.14,0.14,0.27,1.23,0,0.14,3.55,0,0.14,0,0,0,0,0.14
