stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.28,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.28,17.19,0,1.69,0,0.28,0,0,21.42,7.61,0,0,3.95,0,0,2.25,0,0,0,0,0
21Day,3.33,0.37,0,7.77,0.37,3.33,0,0.37,0,0,0.37,0,0,0.37,0.37,0.37,0.37,47.73,1.11,15.17,0,0.37,0.37,0,16.65,1.48,0,0.37,19.98,1.11,0.37,0,0.37,0.37,0,0,0
3Month,0,0.52,0.73,3.12,0,0,0.1,0.1,0.1,0.83,0.73,0.1,5.3,0.73,0.21,1.87,0.31,13.52,0.83,0.94,0.62,0,0.1,0.1,0,0.1,0,0.1,0.31,0.73,5.2,0.1,0,0,0.31,3.33,1.04
22Month,0,0.55,0.14,4.37,0,0,0,0.68,0,1.5,2.05,0.27,16.67,0.41,0.96,1.5,0,12.57,2.6,2.32,0.14,1.09,0.55,0,0.14,0,0.55,0,0,0.14,3.28,0.14,0,0,0,0,0.68
