stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,2,86,0,0,0,4,0,0,0,0,0,1,0,0
72hpf,0.28,0,0,1.69,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0.56,0,0,0,0,9.58,43.69,0,0,0,1.69,0,0.28,3.66,0,0,0.56,0,0
21Day,1.11,0,0,0,0,0.37,0.74,0,0,0,0.37,0,0.37,0.37,0,0.37,0.37,0.74,0,0,0,0,10.36,22.57,0,0,0,1.11,0.37,0.37,4.07,0,4.81,0.37,0,0.74
3Month,0.42,0.1,0.1,1.46,0,0,0,0.31,0.21,0,1.56,0.31,0,0.73,0.1,0.21,0.42,0.21,0.1,0,0,0.1,0.42,0.42,0.21,0.1,0,0,0.21,19.87,0.42,0,0.1,0.73,1.77,0
22Month,0.14,0.14,0,0,0,0,0,0,0.14,0.14,2.05,0.27,0,0.14,0,0,0.14,0.27,0,0.14,0.14,0,0.41,0.41,0,0.14,0.82,0,0,11.21,0.41,0.68,0,0.41,0,0.14
