stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40,4,0,121,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,121,0,0,0,0,54,240,0,0,0,16,0,0,0,0,1,0,0,0
72hpf,23.11,0.85,0,28.75,0.56,1.13,0,0,0,0,0,0,0.28,0,0.28,0,1.69,8.46,0,40.3,0,0,1.13,0.28,10.71,6.76,0,0.28,0,122.04,0,0,0.28,0,0.28,0,0,0
21Day,27.38,0.37,0,22.57,0,4.81,0,1.11,0,0,0.37,0,0.37,0,0.37,0.37,0.37,11.84,1.11,117.66,0,0,1.11,0,5.18,4.44,0,0.37,0,121.73,5.55,0,0,1.11,0.37,0,0,0.37
3Month,0.31,0.73,0,4.47,0.21,0,0,0.1,1.04,0.31,3.02,0,3.95,1.25,0,1.14,0.1,2.6,1.04,69.48,22.78,0,0.62,0,0.21,0.1,1.56,0,0,7.91,0.73,16.43,0.1,0,0,0.1,2.29,0.94
22Month,0,0.27,0.14,0.68,0,0,0.27,0.14,0.41,0.14,0.82,0.55,12.3,0.55,0.27,0.68,0,0.14,0.68,51.79,2.32,0.27,0.27,0,0.41,0.41,1.09,0,1.37,3.83,0.27,12.98,0,0,0,0,0,0.41
