stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.54,0.28,0,0,0,0,0,0,0,0,0.56,0,1.13,9.58,0,0,0,0,0,3.66,1.13,0,0,0,0.28,0,2.25,0,1.69,0.85,0,0,0
21Day,0,0,0,2.96,0,0.74,0,0,0,0,0,0,0,0.37,0,0,2.59,0,0,0,0,0,1.11,0.37,0,0,0,0,0,4.44,0,0,0,0,0,0
3Month,0,0.21,0.21,6.45,0.1,0,0.31,0,0.52,0.73,0.1,3.22,1.87,0.1,1.66,0.62,6.87,0.83,1.14,0.1,0.31,0.62,0.42,0.21,0.1,0.21,0,0.1,0.83,111.82,0.21,0,0,0.73,3.43,0.52
22Month,0,0,0.14,1.64,0,0,0,0.14,0.14,0.82,0.14,2.6,0.14,0,1.23,0,0.27,0.27,0.55,0.14,0.14,0.14,0,0.14,0,0,12.44,0,0.41,46.19,0.27,0,0,0,0,0
