stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.23,0.56,0,1.97,1.41,2.54,0,0,0.28,0,0,0,0,0.85,5.92,1.13,4.23,0,0,0,0.28,378.52,15.22,0.56,0.85,6.48,0.28,0.28,2.54,0,0,1.69,0,0,0
21Day,0.74,0.37,1.48,5.55,1.48,3.7,1.11,0,0.37,0,0,1.11,0.37,1.11,3.33,1.11,5.18,0,0,0.37,0,137.27,4.44,1.48,0,1.48,4.07,1.11,0,0.74,1.48,0.74,0,0,1.11
3Month,0,0.31,0,1.25,0.31,0,0,0.42,0.52,1.46,0.21,0.1,0.62,0.42,1.66,0.21,5.62,3.95,0,0.1,0.21,3.74,0,1.98,0.1,0.21,0.31,18.31,0.1,0,0,0.1,0,1.04,0.42
22Month,0,0.27,0.14,0.82,0,0,0,0,1.09,3.55,0,0.14,0,0,0,0.55,1.91,0.27,0.27,0.27,0,3.96,0.27,3.28,0,0,0,7.38,0.14,0,0,0,0.14,0,0
