stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.17,0.56,0,3.38,3.95,0,0,0,0,0,0.28,0,0,0,0,0.28,3.95,0.56,29.59,0,0.28,0.28,0,381.06,16.07,2.82,0.56,9.3,0.28,0,3.95,0,0.28,0,0,0,0
21Day,9.99,0.37,0,3.7,5.55,0,0.37,0,0.37,0.37,0.74,0.37,0.74,0.74,0.37,0,2.96,1.11,46.25,0,0,3.33,0,153.17,4.44,2.22,0.74,8.88,7.77,0.37,2.59,0.37,2.96,0.74,0,0,0.74
3Month,0.31,0.31,0.1,2.08,0,0,0,0.1,0.21,0.31,0,5.2,0.62,0,1.04,0.1,0.21,0.1,2.29,0.21,0,0.62,0.21,1.04,0.21,6.55,0,0,0,1.46,0.62,0,0,0.31,0.21,0.31,0.42
22Month,0.82,0.96,0.14,2.73,0,0.14,0,0.27,0,0.96,0.82,16.12,0.27,0.41,0.96,0.14,0.14,1.09,2.73,0.14,0.14,0.82,0,1.91,0.27,7.79,0.14,0,0,2.6,3.01,0.27,0,0.27,0,0,0.41
