stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,11,0,0,1,8,116,0,0,4,0,0,0,0,0,0
72hpf,1.13,0.85,0,2.25,0.85,0.85,0,0,0,0,0,0,0,0.28,0,0.56,1.41,0,6.76,0,0,0,12.4,31,0,0.28,3.95,0,0,1.69,0,0,0
21Day,3.7,0.74,0,3.7,0,5.18,0,2.59,0,0,0,0.37,0,1.11,0.37,0.37,1.48,0.74,8.14,0,0,0,4.81,18.13,0,0.37,1.48,0.37,0.74,0.37,0,0,0.37
3Month,0,0.42,0,8.95,0,0,0.1,0.1,0.73,2.08,0,3.95,1.04,0.62,1.25,1.14,1.87,2.5,2.39,0.83,0.42,0.1,1.14,0,0.21,0,0,0.1,37.24,0.31,0.73,62.41,3.64
22Month,0,0.41,0.14,1.5,0,0,0,0.27,0.41,2.05,0.41,7.24,0.68,0.96,0.82,0,0,2.32,1.78,0,0.14,0.14,0.14,0.14,0.14,0.41,0,0.14,5.6,0.14,0.14,0.41,0.41
