stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,87,6,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.69,0,0,0.28,0,0,1.69,0,0,0,0,2.54,0,0.28,1.69,5.92,1.97,0,0,0,0,3.1,5.07,2.82,0.56,0,1.13,0.28,0,0.28,0.56,0,0,0,0,0,0
21Day,1.85,0.37,0,7.77,5.55,0,4.44,0,0.37,4.44,0,0,0.74,2.96,100.27,0.37,0.74,2.96,18.13,8.14,0,0,4.44,0,7.77,7.4,2.22,0.37,0,3.33,1.85,0,0.74,1.11,0.37,1.85,0.37,0,0,15.17
3Month,0.1,1.25,0.52,11.44,0,0.42,0.73,0.21,2.5,44.94,0,0,7.07,82.59,15.29,3.43,1.87,2.29,56.79,3.43,0.62,0,1.04,0.52,0.21,0.42,2.5,0.21,0,0.1,1.25,0.21,1.98,0.31,0,0,0,0.83,1.98,62.1
22Month,0.41,1.37,0.55,5.6,0,0.68,0.27,0,1.5,136.24,3.14,0,15.71,37.17,10.11,2.05,0.96,0.41,48.78,3.28,0,0.41,0.96,0,0.14,0.14,6.01,0.96,0.27,0.14,0.14,0,4.51,0.55,0.68,0,0,0,0,34.71
