stage,Endothelial_cell,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.28,0.56,0.28,0,0,0,2.82,0,0,0.56,0.28,0,0,0.28,0,0
21Day,0,1.85,0,0,0,0,0,0.37,0,0,1.11,0.74,0.37,0,0,1.11,0.37,0.74,1.11,0,0,0,0,0,1.11
3Month,0.21,1.87,0.1,0.62,1.46,0.52,0.52,0,2.29,0.31,0.62,1.14,0.1,0,0.21,0,0,0.31,0,0.1,0.42,0.1,0,1.35,1.04
22Month,0,0.41,0,0,2.87,0.55,0.41,0,0,0,0,1.91,0.27,0.14,0,0,0,0.14,0,0,0,0,0,0.14,0.27
