stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,4.51,1.41,0,0,0,0,0,0,0,0,0,0.28
21Day,0.74,0,0,2.96,0,0,1.11,0,0,0,0.37,0,6.29,0.37,0,1.11,3.7,0,0,0,0,0,4.81,0,0,0,0,0,0.37,0,0.37,0,0,4.07
3Month,0,0.73,0.21,5.62,0.1,0.1,0.1,0.73,2.81,0,10.4,2.7,0.52,2.81,0.42,1.66,3.12,0.73,0.42,0,0.94,0.31,0.1,0,0.31,0.1,0,0,0.42,1.04,0.1,0.62,0.31,3.85
22Month,0,0.82,0,2.73,0,0.41,0.14,0.27,4.78,0.55,18.86,2.05,0.82,3.69,0,0.55,4.24,0.82,0,0.55,0.82,0,0.14,0,0.55,0,0.27,0.14,0,0.41,0.41,0,0,1.23
