stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,184,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,5,133,0,0,13,0,0,0,1,0,0,0
72hpf,2.25,104.85,0,0.56,0.28,1.97,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0,6.2,0,0,0,0,6.76,5.07,0,0,11.56,0,0,1.41,0.28,0,0,0
21Day,1.11,45.51,0,2.22,0,1.48,0,0,0,0,0,0,0.74,0,0.37,0,0,0.74,0.74,4.81,0,0,0.37,0,4.81,2.22,0,0.74,7.77,0.37,0,0,0.37,0,0,0
3Month,0.21,77.18,0.31,2.91,0.21,0,0.1,0.21,0.1,0.62,1.56,0,5.2,2.7,0.42,1.35,0.52,1.35,1.66,2.08,0.21,0,0.42,0.52,0.31,0.1,0.73,0.42,0,1.25,1.56,0.1,0.1,102.98,1.25,1.66
22Month,0.14,106.04,0.41,0.82,0,0,0.27,0,0,0.27,1.09,0.68,14.21,0.68,0.55,0.96,0.41,0.27,1.23,1.64,0.14,0.55,0.27,0,0.55,0,0.14,0.27,0,0,0.41,0.14,0,4.37,0.14,0.27
