stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,49,0,0,0,0,24,308,0,0,15,0,0,0,0,0,2,0,0,0
72hpf,4.23,2.54,0,2.25,2.25,3.95,0,0,0,0,0,0,0,0,0.56,8.17,0.56,21.14,0,0.28,0.56,0.28,359.07,33.26,1.69,3.95,14.94,0.56,0,5.07,0.56,0.28,1.41,0,0,0
21Day,3.33,0.37,0.74,8.51,0,4.44,0.74,0.37,0.37,0,1.48,0,2.96,1.48,0,5.92,0.37,18.13,0,0,4.81,0.37,214.59,10.73,0.74,4.07,3.7,5.92,0.74,3.33,4.07,3.7,0.74,0,0,0.37
3Month,0,0.31,0,3.64,0.1,0,0,0,0.52,0.1,3.43,0.83,0,0.94,0.42,0.31,0.52,1.66,0.1,0,0.42,0,7.91,0.1,1.46,0.52,0,0.1,13.52,0,0,0,0,1.25,0.94,0.42
22Month,0,1.23,0.27,2.05,0.55,0,0.27,0,0.41,0.14,12.03,0.41,0,0.68,0.14,0,0.68,1.5,0,0.68,0.41,0,10.25,0.14,2.05,0.55,0.14,0,4.37,0.96,0.55,0,0,0.14,0,0.27
