stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,18,17,15,0,0,0,0,9,90,1,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,2.25,0,0,2.54,0,7.33,0,0.28,0,0,0,0,0.28,0,0.28,0,1.97,9.02,0.28,2.25,0,0.28,0,0,11.56,3.38,0,0,1.13,0,0,0,0,0,0,0.28,0,0,0
21Day,1.11,0,0,6.66,0.37,3.33,0,4.07,0,0,0.74,0,1.11,0.74,2.59,0.37,1.11,3.33,1.85,0.74,0,0,0.37,0,0.74,0.74,0,0,0.74,0,0,0,0,0,0.37,0.74,0,0,0.37
3Month,3.43,8.63,2.39,117.23,0.94,0,3.43,4.16,0.21,9.57,75.2,0.1,430.21,195.55,5.51,27.25,13.52,52.32,58.46,31.62,11.96,1.66,10.92,5.2,2.29,0.21,4.06,0.94,1.14,10.09,0.42,6.24,0.42,0,0,0.42,4.26,1.87,53.67
22Month,0.55,4.78,1.5,11.21,0.41,0,1.09,1.09,0,2.05,38.4,8.34,126.81,30.61,3.28,9.98,1.09,3.83,18.45,9.16,0.41,4.1,1.64,0,0.55,0.41,1.64,0.96,0.27,0.41,0,0.41,0.55,0.68,0,0,0.41,0,9.16
