stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,1.13,1.13,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0.74,0,0,3.33,0,2.22,0,1.85,0,1.11,0,0,1.11,1.85,16.28,0.37,0.74,1.11,5.92,1.85,0,0,0,0,2.22,0.74,0,0,0.74,0.74,0,0,1.85,0,0,0,26.27
3Month,0.1,0.1,0,2.6,0.1,0,0.21,0,0.21,10.92,0,0,2.08,21.12,5.62,1.04,0.21,0.83,7.49,1.14,0.21,0,0.42,0.1,0.1,0,0.42,0.21,0,0.21,1.25,0,0,0.1,0.73,0.62,55.34
22Month,0,0.27,0.14,0.14,0.14,0,0.14,0.55,0.14,7.79,0.41,0,10.52,19.68,6.15,0.82,0.14,0.41,6.42,1.09,0,0.55,0.14,0,0,0.14,0.27,0.27,0,0.55,0.14,0.41,0,0.14,0,0,23.91
