stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,7,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,3.38,0,0,0,0,14.94,8.74,0,0,0,0.85,0,0,0.85,0,0.28,0,0,0
21Day,1.48,0,0.37,4.07,0,3.33,0,1.85,0,0,0,0,0,0.74,0,1.11,0.37,0.37,0.37,0.74,7.4,0,0.37,0.74,0,3.33,2.22,0,0,0,0.37,1.48,0.74,0.37,0,0,0,0,0
3Month,0.31,0.73,0.1,10.4,0,0,0.42,0.52,0.1,1.14,1.35,0.1,0,10.92,0.52,0.42,4.26,0.83,2.6,2.08,3.95,1.04,0,0.42,1.14,0.52,0.21,0.21,0.42,0,0.31,0.31,27.88,0.31,0.1,0.21,0.42,22.47,3.12
22Month,0,0.82,0.41,2.87,0,0,0.14,0,0,0.27,0.82,1.09,0,27.33,0.41,1.5,2.19,0,0.55,2.19,1.5,0.14,0.27,0.14,0,0.27,0,0.27,0.68,0.27,0.14,0.14,0.68,0.27,0,0,0.14,0,0.55
