stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,40.3,0,0,1.97,26.78,0.56,0,0,0,0,0,0,0,0,0,0.28,2.82,0,0.85,0,0,0.56,0,6.48,1.69,0.56,0,0.56,0,0,0.28,0,0.28,0,0,0,0
21Day,21.09,1.11,0,79.55,28.12,2.96,0,1.11,0,0.37,0,0.37,0,2.59,0.37,1.85,10.36,2.22,4.44,0,0.74,33.3,0.37,5.92,0.74,0,0.37,1.11,3.7,0,1.11,0.37,0.37,0.37,0,0,0
3Month,22.36,0.31,0.62,49.2,8.22,0,0,0,0.52,0.73,0,6.35,1.35,0.1,1.98,2.39,3.95,1.14,1.66,0.21,0,62.72,0.73,0.1,0.1,0.62,0.21,0,0.62,1.25,0.21,0.1,0,0,0.21,0.94,0.94
22Month,24.6,0.55,0.41,28.56,2.32,0,0.27,0.14,0.14,0.82,0.82,21.32,1.09,0.55,2.6,0.27,0.68,1.23,1.64,0,0.96,42.36,0.14,0,0,0.68,0.14,0,0.27,0.68,0.14,0,0,0,0,0,0.55
