stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,2.82,0,0.28,0,0,0,0,0,0,0,0,0.85,4.51,2.25,2.25,0,0.85,0,0.56,15.78,13.53,0.28,0,3.1,0,0,1.41,0.28,0,1.13,0,0,0
21Day,1.11,1.11,0,12.95,0.74,0.37,0,0,0,0,0,0.74,0,0,1.11,10.36,4.44,9.25,0,0,1.48,0,2.22,5.18,0,0.37,4.07,2.22,0,1.11,0,1.11,0,0,0,0
3Month,0.21,2.81,0.1,9.36,0,0,0,0.42,0.73,0,3.85,5.51,0.42,1.14,0.73,6.87,1.14,5.72,1.25,0,0.52,0.73,0.1,0,0,0.1,0,0.42,1.77,0.1,0,0,0.21,3.33,1.46,0.31
22Month,0,9.16,0.14,4.51,0.14,0,0.14,0.27,0.82,3.83,12.16,1.37,0.14,1.5,0,1.37,1.78,5.6,0,0.14,0.41,0,0,0,0,0,0,0,0.14,0.68,0,0,0,0.82,0,0
