stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,13,0,55,2,8,0,2,0,0,1,0,4,1,0,0,0,45,9,33,96,0,0,0,9,53,595,0,0,0,19,0,0,0,0,0,7,0,0,0
72hpf,18.88,5.36,0,25.93,7.61,66.8,0,9.58,0,0,0,0,0,0.28,0,1.97,0,40.02,35.23,4.79,73,0,8.17,1.13,3.1,235.06,223.22,1.69,3.95,0,56.93,2.82,0.28,65.39,2.54,1.69,14.66,0,0,0
21Day,10.36,1.48,0.74,55.87,4.81,403.66,0,175.74,0,0.37,0.37,0,0,5.18,0,11.84,6.29,16.65,12.58,5.18,49.58,0,0,4.81,0,65.49,56.98,0,4.07,0,19.98,14.8,1.48,20.72,2.22,7.77,7.03,0,0,2.22
3Month,0.31,1.35,1.04,32.35,0.42,0,3.02,6.55,0.1,4.06,3.02,0.21,0,40.05,2.08,0.83,19.97,17.16,6.76,6.66,7.8,1.14,0.1,3.02,6.45,2.5,1.66,1.14,3.64,0,0.52,1.25,27.04,1.98,0,0,0.62,4.37,27.67,4.06
22Month,0.14,2.46,2.05,12.16,0.41,0,3.83,3.14,0,1.5,1.91,3.96,0,91.83,0.55,2.19,18.04,2.19,1.64,7.11,7.79,0,0.96,1.23,0.27,1.78,0.96,2.87,2.6,0.41,0.14,0.14,8.75,1.78,0.55,0,0.41,0.14,0.14,1.37
