stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0,0,1.13,0.28,0.56,0.28,0,0,0,0,0,0,2.82,5.07,0,1.41,0,0.28,0,5.36,5.36,0,0.28,0.85,0,0,2.54,0.28,0,0,0,0
21Day,0,0,0,9.62,0,0.37,2.22,0,0,0.37,0,0.74,0,0.74,1.85,0,1.85,0,0,0.37,1.48,2.22,0,0,2.96,0,0,0.74,0.37,0,0,0,0.37
3Month,0,0,0.21,1.77,0,0,0,0.73,0.1,1.77,0,0,0.21,0,0.21,0.1,0.52,0.31,0,0.1,0.21,0,0,0,0,0.1,3.43,0,0,0,0.1,2.08,0.1
22Month,0,0.14,0.27,0,0,0,0,0.27,0,2.73,0.27,0.41,0,0,0.14,0.55,0,0,0.27,0,0,0,0.14,0,0,0,0.27,0,0,0,0,0,0
