stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,3,18,0,0,0,0,5,140,0,0,0,2,0,0,0,0,0,0,1,0,0,0
72hpf,5.36,3.38,0,8.17,1.41,4.51,0,0.85,0,0.28,0,0,0,0.85,0,4.79,12.97,0.56,24.52,0,1.13,0.56,0.56,168.26,75.25,0.28,0.56,0,16.07,1.41,0,0.28,7.33,0.85,0.85,1.69,0,0,0
21Day,14.43,0.37,0.74,28.12,1.11,14.06,0,11.47,0,1.85,0,1.85,0,9.99,3.7,3.7,4.07,4.44,32.93,0,0,2.59,0,68.82,44.4,1.48,1.85,0,11.47,6.29,0,0.37,5.18,1.11,2.96,0.74,0,0,2.96
3Month,0.42,5.2,0.94,33.91,0.31,0,1.04,1.56,4.16,5.1,0.31,31.83,5.72,2.39,14.04,2.7,9.05,5.41,11.34,1.77,0,4.16,2.39,1.56,0.83,2.5,1.35,0,0.52,1.56,0.1,49.51,0.42,0,0,0.21,6.24,10.61,7.8
22Month,0.14,5.88,1.23,11.62,0.14,0,0.27,0.41,2.46,8.88,12.44,56.98,3.42,4.51,14.76,1.37,1.64,9.02,11.75,0.41,1.37,3.28,0.41,1.37,0.68,2.46,2.6,0.68,0.41,0.55,0,8.06,1.37,1.23,0,0.27,0.68,0,2.73
