stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,4,0,1,0,4,0,9,0,1,0,0,1,0,2,0,156,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0,0,0,0,1.41,0,2.82,0,0,0,0,8.74,0,0.28,0.28,1.41,0,0,0,0,0,1.97,1.13,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.56
21Day,2.59,0,0.37,6.66,0,4.81,0,3.7,0.37,19.98,0,0,0.74,3.33,88.06,0.74,0.74,2.22,13.32,4.44,0,0,0.74,0,4.81,1.85,0,0.37,0,3.33,3.33,0,0,0.37,0.37,1.11,0.74,0,0,77.33
3Month,0.42,0.62,0.42,8.01,0.1,0,1.04,0.73,0.94,87.27,0,0,6.97,42.96,15.91,2.18,1.25,3.02,14.87,3.22,0.31,0.21,0.94,0.31,0.42,0,0.31,0.21,0,0,1.98,0,2.5,0.1,0,0,0,0.83,3.85,104.75
22Month,0.14,2.46,0.27,1.5,0.14,0,1.5,1.09,0.96,117.79,0.55,0,24.6,22.68,17.35,2.46,0,0.68,25.69,4.37,0,0.14,0.27,0,0.27,0,0.68,0.41,0.14,0,0.82,0.14,0.96,0.41,0,0,0,0.14,0,52.06
