stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,1.13,0,2.54,0,0,0.28,0,1.41,1.69,0,0,1.97,0,0,0.56,0,0,0,0,0,0
21Day,0.37,0.37,0.37,1.85,2.59,0,0.37,0,0,0,0,0,0,0,1.48,0,7.03,0,0,0.37,0,1.48,2.22,0.37,0,1.85,0,0,0.37,0.37,0.37,0.37,0,0,0.37
3Month,0,0.31,0,1.77,0,0.1,0.1,0.1,0.42,2.39,0.42,0.21,1.25,0.42,0.94,0.42,0.21,0.21,0,0.1,0.42,0,0,0,0,0,0.1,0.42,0,0,0,0,0.1,0.1,0
22Month,0,0.27,0,0.41,0,0.14,0,0,0.27,2.46,0,0,0.68,0,0.41,0.14,0.41,0.14,0.14,0.14,0,0,0,0,0.14,0.27,0,0.14,0,0,0,0,0.14,0,0.14
