stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,7,0,17,0,6,0,2,0,0,2,0,0,0,0,0,1,2,138,3,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,1.41,0,1.69,0.56,2.25,0,10.43,0,0,3.66,0,0,0,11.27,0,2.54,0.28,12.97,0.56,0,0.28,0.28,0.28,3.1,1.97,0,0,0,3.66,0,0,0,0.56,0,0,0,0,0,0.56
21Day,2.59,0,0.37,35.15,0,5.18,0,15.17,0,0,14.06,0,0.74,24.05,60.31,1.48,1.48,7.4,29.97,5.18,0,0,34.04,0,7.77,3.33,0,0,0,1.85,3.7,0,0.37,0.37,0.74,0.74,1.11,0,0,25.53
3Month,0.21,2.91,1.35,161.95,0.31,0,1.66,20.39,0.1,25.28,183.9,0,31.41,491.06,19.76,16.85,9.26,10.61,76.76,10.61,2.7,0.31,293.43,4.58,1.14,0,3.64,1.25,0,0.83,4.58,1.87,15.6,0.62,0.31,0,0.1,3.33,6.66,54.3
22Month,0.68,3.01,0.82,103.03,0.14,0,4.1,14.48,0,6.15,325.5,0.82,31.02,210.17,45.5,5.33,2.6,1.78,106.72,4.78,0.14,1.78,126.13,1.09,0.14,0,1.09,1.37,0.14,0.14,2.19,0.27,8.75,0.68,0.55,0,0,0.14,0,47.42
