stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,71,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,354.56,12.4,0,29.88,5.92,47.35,0,1.41,0,0.85,0.56,0.85,0,2.54,0.85,10.71,74.41,5.92,92.73,0,2.54,2.82,1.41,399.1,197.01,2.25,1.69,90.47,1.69,0,36.08,2.54,1.69,7.33,0,0,0
21Day,348.9,10.36,5.18,166.49,8.14,90.28,0,9.62,1.11,6.66,0,37.74,3.33,39.96,22.94,9.25,79.18,29.6,219.03,0.37,0.74,19.24,1.85,200.16,103.6,3.7,5.92,73.63,53.28,1.85,22.94,9.62,27.38,4.44,0.74,0,24.42
3Month,0.94,0.52,0.31,0.31,0,0,0.1,0.1,0,0.42,0,0.94,0.52,0.1,0.31,0.1,0.1,0.42,0.42,0.21,0,0.31,1.25,0,0.1,0,0,0.1,0.1,3.74,0.1,0,0,0,0.1,0.21,0.1
22Month,0,0.55,0,0.68,0,0,0.14,0,0.14,0.41,0,2.32,0.14,0,0.68,0,0,0.41,0.68,0,0,0,0.14,0,0.14,0,0,0,0,10.93,0,0.14,0,0,0,0,0
