stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,4.51,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0,7.61,15.22,1.13,0.28,0,1.69,0,1.97,0.85,1.97,0.85,0,1.41,0,0,0.85,0,0.28,0,0,0
21Day,0.74,0.37,4.07,17.39,0.37,0.37,0,0.37,0,1.11,0.74,0,0,1.85,0,1.11,2.22,2.22,1.11,2.22,1.85,0,0,0.74,0,1.48,0.37,0.37,0.37,0.74,0.37,0,0.37,0.74,0,0,0,1.85
3Month,0.1,0.21,4.99,20.39,0.1,0,0.1,0.1,0,23.3,0.94,0,0,61.16,2.6,0,11.65,2.7,1.56,3.22,2.39,0.52,0,4.47,6.87,0.62,0,1.04,0.1,0,1.14,6.35,0.1,0,0,0.42,9.57,3.02
22Month,0,2.73,5.19,6.97,0,0,0.41,0,0.14,11.48,1.37,1.5,0,158.92,0.68,0.41,20.77,1.23,1.09,1.5,4.37,0.14,2.6,2.05,0.82,0.41,0.27,1.23,0.27,0,0.27,1.5,0.55,0,0,0.27,0,0.68
