stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0.74,4.07,2.22,0,0,0,1.11,0.37,0,58.09,0,0.74,0.74,0,2.96,1.11,1.11,0,0,0,0,9.25,2.22,0.37,0,0,2.96,3.33,0,0.37,0,3.7,0,0,0,0
3Month,0.52,3.02,4.78,22.78,0,3.12,0.21,0.1,19.87,3.95,0,1313.21,8.53,0.42,19.87,5.1,5.51,3.64,4.99,1.77,3.02,4.78,7.07,1.04,0,1.66,0.73,0,0.31,18.62,2.39,0.42,0.1,0,0,2.29,1.14,3.95
22Month,1.37,4.92,3.83,11.48,0,8.88,0.41,0.14,7.65,11.89,1.23,2829.46,4.78,1.64,17.22,0.96,1.37,6.01,12.44,1.78,59.44,4.24,0.27,0.82,0.27,1.91,3.96,1.37,0.96,4.1,2.32,1.5,1.37,0,0.14,0.41,0,3.42
