stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,4.79,0.56,0.28,0,0.56,0,0,0,0,0,0,0.28,0,0,3.38,0.85,4.79,0,0,0.56,17.19,22.27,0,0,0,1.97,0,0,5.07,0,0,0.28,0,0,0
21Day,0.37,0.74,0,10.73,0.37,0.74,0,0.37,0,0,0,0,0,0,1.11,0,1.11,2.22,4.44,8.14,0.37,0,0.37,5.92,10.73,0,0.37,0,0,0.74,0,0.37,0,0.37,0,0,0,0.37
3Month,0,1.35,0,3.02,0,0,0,0.21,0,0.62,1.56,0,0.52,0.31,0.62,0.1,0.1,1.14,2.29,1.46,0.21,0,0.42,0.1,0.31,0.1,0.1,0,0,0.21,0.42,0,0,0,0,0.73,0.52,0.31
22Month,0,2.73,0.27,4.24,0.41,0,0.14,0.27,0.14,1.64,5.74,1.5,5.47,0.82,0.27,0.68,0,0.82,3.83,1.5,0.14,0.14,0,0.14,0.14,0,0,0.27,0,0.27,0.27,0.14,0.14,0,0.14,0,0,0.68
