stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,197,64,0,338,10,17,0,8,0,0,3,0,42,0,0,1,0,32,148,222,680,0,3,0,1,312,4141,0,0,0,90,0,0,0,0,0,0,29,0,0,0
72hpf,122.32,27.9,0,114.99,20.29,34.39,0,9.02,0,0,1.69,0,0,1.97,0,14.94,0,109.36,402.48,25.08,260.15,0,43.12,10.43,6.2,576.94,615.56,3.66,8.74,0,223.51,17.76,0,1.69,66.52,4.51,2.54,19.17,0,0,0
21Day,221.99,25.9,11.1,558.68,13.32,176.85,0,148.73,0,2.22,11.84,0.74,0,54.39,9.25,123.21,62.53,22.2,269.72,76.59,722.95,0.37,0.74,64.75,2.59,254.55,312.64,5.18,11.1,0,293.03,79.92,0,6.66,63.27,17.02,29.6,13.32,2.22,0,40.33
3Month,8.32,35.47,24.03,573.65,2.91,0,12.59,20.28,2.5,49.72,94.76,0.73,0,1467.99,143.75,39.63,309.97,37.45,195.55,153.11,321.72,88.93,1.87,40.67,39.32,17.37,7.91,25.07,16.43,0,16.64,40.15,0.73,444.78,7.07,0.94,0,3.74,42.75,111.4,104.12
22Month,8.06,42.63,27.88,187.62,1.64,0,20.77,14.76,0.68,35.39,150.45,91.83,0,3213.04,51.52,78.16,352.28,7.79,51.65,224.65,350.78,11.89,125.17,28.01,2.19,13.66,5.33,22,17.22,11.89,16.67,7.24,0,81.31,17.49,11.07,0.14,1.37,5.6,0.55,31.84
