stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.66,0.28,0,0,0.28,0,0,0.28,0,0,0,36.64,1.41,0,0.85,0,10.43,0,2.82,2.82,6.48,1.97,0,0,2.25,1.69,0,0.56,0,0,0,0,0,0
21Day,0.37,0,4.44,11.1,2.22,0,0.37,4.07,0,0,12.21,0,0.74,12.58,0.74,0.37,3.33,2.59,0,0.37,0.37,2.96,4.44,1.48,4.81,0,0,1.48,6.29,0.37,0,0,0.74,0,0,0,0.37
3Month,0.42,1.56,16.85,122.22,0,2.91,0.1,119.31,6.03,0,596.75,6.66,0.31,346.9,5.1,7.28,12.48,8.53,2.7,0.73,34.53,32.66,1.04,0.21,28.5,1.14,0,0.73,14.15,13,0.52,0.1,0,0.21,2.18,8.01,5.2
22Month,0.82,2.32,19.54,73.93,0,3.28,0.41,55.75,5.19,2.19,984.97,0.96,0.68,371.82,1.09,0.96,8.88,5.33,0,13.53,16.4,2.32,0.27,0.14,26.37,1.64,1.23,0.14,2.05,5.47,0.27,0.96,0,0,0.14,0,1.78
