stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.28,0,0.28,0,0.56,0,0.28,0.28,0.56,0,0,0,0.28,0.28,0,0.28,0,0,0
21Day,0.37,0,0,1.11,0,0.74,0,0.37,0,0,2.96,0,0.37,2.96,0,0,0,1.48,0,0.37,0.37,0.37,1.85,0,0.37,0.37,0,0.74,0.74,0,0,0,0,0
3Month,0.21,0.83,5.93,19.35,0.1,0,0.73,23.3,1.98,0,248.39,1.14,0.21,48.16,0.73,3.64,1.56,2.6,0.62,1.46,0.73,9.15,0.42,0.21,3.85,0.42,0,0.1,4.68,7.07,0.42,1.14,2.6,1.56
22Month,0.27,0.68,3.69,4.1,0,0,1.5,5.19,1.64,0.41,262.64,0.41,0,47.69,0.27,0.55,0.96,0.55,0.27,8.34,0.27,0.27,0,0.14,0.96,0.41,0.14,0,0.27,2.05,0.14,0,0,0.41
