stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0
72hpf,0.28,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.28,0.28,1.69,0.28,0,14.37,1.97,0.28,0,1.41,0,0,0.85,0,0,0,0,0
21Day,0.74,0.74,1.11,2.22,0.37,0.37,0,4.81,0,0.37,5.18,0,0.37,1.11,8.88,2.96,0.37,0,17.02,3.7,0.37,0,2.96,1.11,0.37,0,0.37,1.11,0.37,0,2.22
3Month,0,0,0,0.62,0,0,0.1,1.25,1.25,0.31,0,0.1,0,0,0.62,0.1,0,0.1,0.21,0,0.21,0,0,0,1.04,0,0,0,0,0.21,0.73
22Month,0,0.14,0,0,0,0,0,0.96,1.37,0.55,0.14,0.27,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0
