stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0.56,0,1.41,11.27,0.56,0.56,0,0,0,0.28,2.54,1.13,0,0,0,0,0,0,0,0.28,0,0,0,0,0
21Day,0.74,1.48,2.96,41.07,1.48,4.07,0,3.33,0,1.48,1.48,0,1.11,0,6.29,4.07,1.48,39.22,8.88,22.2,0,0,7.77,0.37,4.81,1.48,0,0.37,0,3.33,1.11,0,2.22,0,1.11,0.37,0,0,5.55
3Month,0.94,12.59,21.01,186.61,0.52,0,3.12,1.87,0.52,66.05,21.53,0.52,85.19,23.09,5.1,194.62,13.11,34.74,46.5,40.05,15.6,0.42,56.69,7.07,2.91,0.42,13.73,1.04,0,2.39,3.22,0.1,26.94,0.83,0,1.25,10.09,5.3,52.11
22Month,0.55,19.4,17.9,69.96,0.27,0,2.46,1.23,0.14,37.85,34.16,10.93,216.86,11.48,9.84,170.68,3.28,10.93,40.04,26.78,0.27,5.06,22.41,0.82,1.78,0.14,9.84,1.09,0.41,1.23,0.96,0,20.09,3.01,0,0.14,2.73,0,21.45
