stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,187,2,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,22,0,1,0,3,10,143,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,140.64,0.56,0,0.56,0.85,0.85,0,0,0,0,0,0,0,0,0.85,2.25,0,7.89,0,1.13,9.3,0,9.3,13.81,0,0,0,5.36,0,0,2.25,0,0.56,0.56,0,0,0
21Day,89.54,0.74,0,2.22,0,1.48,0,0,0,0.37,0.74,0,0.37,0,0,0.74,0,4.44,0,0,55.13,0,4.07,2.22,0,0,0,1.85,0.74,0,0.37,0.74,0.74,0,0,0,0.37
3Month,10.92,0.31,0,2.7,0,0,0.1,0.1,0.52,0.42,4.16,0.83,0.31,0.73,0.21,0.31,0.73,1.56,0.1,0,10.4,0.62,0,0,0,0.21,0,0,0.31,5.2,0.21,0,0,0,0.42,2.29,0.42
22Month,3.83,0.14,0.27,2.32,0,0,0.14,0,0.14,3.01,15.85,0.55,0.27,1.5,0.14,0.68,1.91,1.23,0.27,0.41,6.42,0.27,0.27,0.14,0.14,0,0.14,0.14,0.14,2.87,3.14,0,0,0,0,0,0
