stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.41,0,0,1.69,0,2.82,0,0,0,0,0,0,0,0,0.28,0,1.13,4.79,0.85,2.25,0.28,0.28,0.28,211.95,14.37,0.85,0.28,4.79,1.13,0.28,1.69,5.64,0.28,67.64,0,0,0
21Day,3.7,0,0.74,4.07,0,3.33,0,1.85,0,0.37,0,0,0,0,5.18,0.37,0,2.59,8.14,4.81,0,0.37,0,121.36,8.14,0.37,1.85,2.59,4.81,0.37,0.74,15.17,0.37,9.62,0,0,2.59
3Month,0,0.1,0,1.87,0.52,0,0,1.56,0.31,0.83,0.1,0,2.18,0.94,0.21,0.73,0.31,0.52,4.06,1.87,0,1.56,0.31,1.66,0,0.62,0.1,0,0.21,10.3,0.1,0.31,0,1.25,0.1,40.57,8.53
22Month,0,0.68,0,2.05,0,0,0.14,0.82,0,1.09,1.5,0,6.15,0.41,0.82,0.14,0,0,3.55,2.19,0,0,0.14,3.42,0,0.41,0,0,0,6.29,1.09,0.41,0,0,0.14,0.27,3.28
