stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,17,1,0,0,0,0,0,1,0,0,0,0,3,2,4,40,0,0,0,0,14,288,0,0,4,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0,0,1.41,1.41,0,0,1.69,0,0,0,0,0,0,0
21Day,0.37,0,0,0.74,0.37,0,0,0,0,0,0,0,0,2.22,0,0,0.74,0.37,0.74,0,0,0,0,1.11,0.37,0,0,0.37,0,0,0.74,0,0,0,2.22
3Month,0.31,0.62,1.25,19.24,0.1,0.73,0.31,3.02,0.94,0,0,10.92,0.94,0.83,22.88,2.5,3.54,1.35,9.05,0.83,0,0.94,0.73,0.62,0.52,0.83,0.42,0,0.42,3.33,0.31,0.21,1.04,1.25,2.7
22Month,0,1.23,0.68,3.14,0,0.55,0.14,0.41,0.41,3.42,0,40.58,0.55,0.68,15.3,0.41,0.68,1.23,2.19,0,1.78,1.09,0.14,0.14,0,0,0.14,0,0,0,0,0,0.14,0,0.27
