stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,275,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,172,0,0,0,0,4,83,0,0,0,26,0,0,0,0,0,0,0,0,0
72hpf,1.13,81.17,0,1.13,0,1.41,0,0,0,0,0,0,0,0,0,0,0,1.13,0.28,40.87,0,0,0.56,0,9.02,5.92,0,0,0,14.94,0,0,0,0.28,0,0.85,0,0,0
21Day,0.74,38.85,0,0.37,0.37,2.59,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0.37,22.57,0,0,2.22,0,4.81,0.74,0,0,0,3.7,1.11,0,0,0.37,0.37,1.11,0,0,0
3Month,0.1,170.59,0.21,5.41,0.21,0,0.21,0,0.1,0.83,1.56,0,6.66,3.54,0,2.39,0.62,2.5,3.12,3.54,0.52,0,1.14,0.52,0.83,0,0.1,0.31,0,0.52,0.62,0.1,18.41,0.31,0.1,0.21,1.04,1.87,1.25
22Month,0,302,0.27,3.55,0.14,0,0.68,0.14,0,0.55,3.28,0.96,20.91,1.91,0.55,2.32,0,1.09,2.6,3.55,0.41,0.41,1.37,0,0,0,0.41,0.14,0.82,0.14,0.27,0,19.68,0.27,0.14,0.14,0.14,0,1.78
