stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,114,0,0,0,0,0,12,7,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,1.13,0,0,0,2.82,0,0,0.85,24.52,1.69,0,0,0.28,0,6.76,1.97,0,0,0,1.13,0,0,0.28,0,0,0,0,0,0.28
21Day,1.11,0.37,0.37,27.75,5.92,0,7.77,0,7.03,0,1.11,3.7,34.41,0.37,0.37,3.7,61.05,5.92,0,0,12.95,0,6.29,1.85,0,0,0,3.33,3.33,0,0.37,0.37,1.11,1.11,0,0,34.04
3Month,0.21,0.52,0.21,12.38,0,0.52,0.31,0.31,33.81,0,2.91,14.35,2.6,1.46,1.46,0.42,29.12,1.56,0.21,0.1,8.22,0.62,0.31,0,0.31,0,0,0.1,0.73,1.25,0.1,0,0,0,0.21,0.42,57.94
22Month,0,0.68,0.14,9.84,0,0.68,0.27,0.14,51.65,0.55,5.06,15.03,5.06,0.41,0.41,0.14,32.11,1.64,0,0.27,4.78,0.14,0.41,0,0,0.27,0.27,0,0.27,0.27,0,0.14,0,0,0,0,17.22
